id,value
id_0,6.9279220288929615
id_1,17.795062700645
id_2,24.57465613151751
id_3,7.460273031786054
id_4,28.321299082050253
id_5,20.467850998023252
id_6,22.065594326148116
id_7,27.577793241138668
id_8,18.125149720952727
id_9,59.64295794504228
id_10,9.853086170952457
id_11,10.548111160555736
id_12,62.48519212002479
id_13,53.43320609593801
id_14,20.11367838205169
id_15,9.646234649521974
id_16,33.51772870235139
id_17,68.5969928906751
id_18,2.6896323474240234
id_19,15.115659811560702
id_20,39.923538597041784
id_21,69.25375127321439
id_22,8.93190400192158
id_23,18.363708966866753
id_24,12.5676879845916
id_25,38.194017985733346
id_26,13.726504670450183
id_27,64.39047989165124
id_28,6.172522339408021
id_29,55.24311253500254
id_30,25.23045462976581
id_31,7.679459352615076
id_32,0.7158279499411613
id_33,16.591069801222236
id_34,29.22206853709483
id_35,37.065153166743364
id_36,40.993021660777956
id_37,29.645654564516
id_38,44.065507251105984
id_39,33.56373253980685
id_40,10.128488044951197
id_41,39.38304703807436
id_42,32.74089224415573
id_43,50.86611242559468
id_44,16.107618676881245
id_45,35.93083384141868
id_46,22.63795804184521
id_47,7.924253130828287
id_48,25.550315589269626
id_49,31.06559594023859
id_50,23.184329227058363
id_51,9.338524760398878
id_52,17.5759076292508
id_53,51.1740918161545
id_54,15.36518570540908
id_55,35.537476999700495
id_56,31.947016180024814
id_57,20.710349180592956
id_58,52.99396668713716
id_59,23.576341565905473
id_60,14.665489443271298
id_61,42.72516607688449
id_62,12.004357696879051
id_63,48.36566124235852
id_64,14.390457279532207
id_65,13.24591816209183
id_66,12.641004441949388
id_67,1.1533741782246913
id_68,41.72640823429944
id_69,33.60231148142351
id_70,22.192064092306595
id_71,38.61305767679881
id_72,58.126881977501476
id_73,6.086170467644942
id_74,17.282441172904857
id_75,4.573019136474169
id_76,38.61557479339231
id_77,13.621862717248177
id_78,26.278152002969918
id_79,19.831691976926255
id_80,20.567986835481676
id_81,33.290810046924115
id_82,22.61774142793531
id_83,92.37913648944706
id_84,35.38743063053345
id_85,26.916383852264342
id_86,21.928265042468347
id_87,34.00896249587431
id_88,23.043016137596084
id_89,20.256029251440395
id_90,31.524981668294785
id_91,43.06890098907588
id_92,5.70914102486562
id_93,39.669880581838676
id_94,43.70103027858147
id_95,17.136418819717953
id_96,33.21240980824238
id_97,11.771980530267914
id_98,21.28660285897937
id_99,3.8549870580215995
id_100,16.305517492568626
id_101,23.52663490645042
id_102,16.342866277745827
id_103,14.445492945894692
id_104,21.84732623325872
id_105,38.4107596054605
id_106,33.08863725162295
id_107,6.031066633247367
id_108,4.932539320364775
id_109,77.44213906052373
id_110,47.4510734959583
id_111,12.767650539637623
id_112,27.59425655341019
id_113,15.648128634154652
id_114,13.409051980133171
id_115,21.8783429084884
id_116,26.489178091285233
id_117,9.853453393054643
id_118,17.844354879619562
id_119,18.297435552249315
id_120,77.25705683609345
id_121,28.31511104195239
id_122,38.65013648630148
id_123,24.58336563701985
id_124,7.15079418719756
id_125,39.58584474428401
id_126,9.614852063793363
id_127,22.353545817326538
id_128,29.822751297329148
id_129,60.655197972810555
id_130,20.967385947768758
id_131,22.852792896023878
id_132,58.511051054080944
id_133,13.978946999537303
id_134,17.044182510064974
id_135,2.1728261063431713
id_136,12.579179567906307
id_137,58.477979067877165
id_138,20.864778405593803
id_139,4.3345906776763545
id_140,29.750624808554722
id_141,25.00245458344958
id_142,45.53683642278137
id_143,33.607186081538515
id_144,17.161622005475273
id_145,25.769823257348698
id_146,10.383880272782857
id_147,53.94033365359614
id_148,26.025357699596654
id_149,39.60568462190112
id_150,8.345963553257333
id_151,8.947964533473082
id_152,22.292954443612118
id_153,5.727158487107028
id_154,16.703100874141253
id_155,42.13563252598384
id_156,6.318977676004069
id_157,35.257698781049726
id_158,10.813209604382935
id_159,18.594992592029158
id_160,41.16119377521738
id_161,18.676820963895686
id_162,12.980598909023346
id_163,6.848299482027394
id_164,48.67735078240558
id_165,31.202075043779104
id_166,0.5823781897664126
id_167,14.486953050661636
id_168,65.60817623848014
id_169,13.818303402832582
id_170,59.33736722462915
id_171,40.2774975268551
id_172,24.470903525927056
id_173,21.29545577372891
id_174,62.24393042747528
id_175,28.362226737103164
id_176,23.506300644580065
id_177,39.087107414050074
id_178,13.575799206197626
id_179,30.28536593664898
id_180,17.50441938660782
id_181,12.500270274809498
id_182,53.16896660358942
id_183,46.81124218345249
id_184,13.490260829649014
id_185,36.05547963860546
id_186,24.65575304462473
id_187,67.92371388882235
id_188,6.285464689430178
id_189,59.58738893735374
id_190,40.17831689906561
id_191,16.27867825477837
id_192,27.946520998556537
id_193,3.247645195822196
id_194,20.209198287748777
id_195,0.963909202557554
id_196,31.33289144832321
id_197,11.011102639711579
id_198,21.675382135344805
id_199,59.68574944036407
id_200,26.370549370110794
id_201,24.622729970537176
id_202,61.57438641365128
id_203,9.240943113974037
id_204,8.310363510992877
id_205,10.19903010262578
id_206,7.217870404451208
id_207,1.7776258554197444
id_208,120.81130692425718
id_209,17.57908908823255
id_210,16.414291055553257
id_211,15.822978281016537
id_212,35.601459098483225
id_213,34.71142608915379
id_214,15.904730644333513
id_215,34.772137873233305
id_216,74.34113266235308
id_217,-0.6412723908594451
id_218,9.769084956259828
id_219,33.48641471848815
id_220,13.701209417291068
id_221,14.042486990084715
id_222,101.40647561079189
id_223,12.830574456029465
id_224,16.231369307051587
id_225,63.383447410087285
id_226,17.172610003221408
id_227,17.829519675551765
id_228,9.655822400754595
id_229,4.2642074051591194
id_230,47.26600708178968
id_231,12.823225033111578
id_232,53.570474872716844
id_233,41.25310224016687
id_234,25.315497745146644
id_235,40.810859447616714
id_236,66.70523914457048
id_237,44.29013202743574
id_238,10.411043786874075
id_239,17.000423506408495
